100.000000,100.000000,75.000000,68.750000
93.750000,90.625000,65.625000,64.062500
89.062500,88.281250,63.281250,62.890625
87.890625,87.695312,62.695312,62.597656
87.597656,87.548828,62.548828,62.524414
87.524414,87.512207,62.512207,62.506104
87.506104,87.503052,62.503052,62.501526
87.501526,87.500763,62.500763,62.500381
87.500381,87.500191,62.500191,62.500095
87.500095,87.500048,62.500048,62.500024
87.500024,87.500012,62.500012,62.500006
87.500006,87.500003,62.500003,62.500001
87.500001,87.500001,62.500001,62.500000
87.500000,87.500000,62.500000,62.500000
87.500000,87.500000,62.500000,62.500000
87.500000,87.500000,62.500000,62.500000
87.500000,87.500000,62.500000,62.500000
87.500000,87.500000,62.500000,62.500000
87.500000,87.500000,62.500000,62.500000
87.500000,87.500000,62.500000,62.500000
